categoria,categoriaF,categoriaS,ciudad,ciudadF,comunidad,comunidadF,contenido,creador,discapacidad,educacion,educacionF,educacionReq,educacionReqF,educacionS,email,empresaSocial,fechaCreacion,fechaCreacionBoost,fechaCreacionPortal,fechaRevision,id,jornada,jornadaF,localizacion,minExperiencia,oReq,oferta,origen,pais,paisF,paisS,provincia,provinciaF,provinciaLimitrofe,provinciaS,salarioMax,salarioMin,score,speState,speStateId,subcategoria,subcategoriaF,subcategoriaS,telefono,tipoContratoN,titulo,trabajosOfertados,url,verMail,verTelefono,web
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,NA,NA,1,ANDALUCÍA,Tipo de Oferta:EMPLEO. SE NECESITA TECNICO DE EDUCACIÓN INFANTIL PARA CONTRATO DE INTERINIDAD ESTIMADO EN MENOS DE TRES MESES PARA E.I. DE CADIZ.,Oficina del Servicio Andaluz de Empleo,False,7,Diplomado o Ingeniero Técnico,07029,Maestro (Educación Infantil),Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:07:50Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322540,1,COMPLETA,"36.5270612,-6.2885962",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,11,CÁDIZ,['CÁDIZ'],CÁDIZ,NA,1558,1.1720339,Activa,1,13005,EDUCACIÓN INFANTIL,EDUCACIÓN INFANTIL,NA,3,TÉCNICOS EN EDUCACIÓN INFANTIL,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=660777&tipoOferta=01&origen=&listado=true,NA,NA,NA
15,FÁBRICAS/INDUSTRIA,FÁBRICAS/INDUSTRIA,NA,NA,1,ANDALUCÍA,"Se necesita toldero/a para confeccionar toldos para carpas. Es imprescindible saber manejar máquinas de coser, de soldar y máquina de confección de toldos para carpas. Se ofrece contrato temporal con posibilidad de convertirlo en fijo. Jornada completa. Salario entre 1000 y 1500 euros mensuales. Incorporación inmediata.",EMPRESA DE CONFECCIÓN Y MONTAJE DE CARPAS,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:51Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322545,1,COMPLETA,"37.261421,-6.9447224",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,21,HUELVA,['HUELVA'],HUELVA,NA,1000,1.1720339,Activa,1,15005,TEXTIL/CONFECCIÓN/CALZADO,TEXTIL/CONFECCIÓN/CALZADO,NA,3,TOLDERO/A. CONFECCIÓN DE CARPAS,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66589&tipoOferta=OM&origen=&listado=true,NA,NA,NA
03,ALMACENES/REPONEDORES,ALMACENES/REPONEDORES,NA,NA,1,ANDALUCÍA,MOZO DE ALMACEN. FUNCIONES DE CARGA Y DESCARGA. ORDEN Y LIMPIEZA EN ALMACEN. ATENCION AL CLIENTE Y PREPARACIÓN DE PEDIDOS.,"HORTOPRIETO 06, S.L.",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:08:01Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323881,1,COMPLETA,"36.721261,-4.4212655",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,29,MÁLAGA,['MÁLAGA'],MÁLAGA,NA,NA,1.1720339,Activa,1,03002,MOZOS DE ALMACÉN/CARRETILLEROS,MOZOS DE ALMACÉN/CARRETILLEROS,NA,3,MOZO DE ALMACEN,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66631&tipoOferta=EA&origen=&listado=true,NA,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,NA,NA,1,ANDALUCÍA,"Se requiere certificado de estudios primarios completos o acreditación de al menos tres meses de experiencia en cualquiera de las siguientes ocupaciones: -Camareros de Pisos -Personal de limpieza y/o limpiador, en general -Empleados de Hogar -Lavanderos, Limpiadores y Planchadores de ropa a mano -Lenceros-Lavanderos-Planchadores (Hostelería) -Camareros de barra y/o Dependientes de caferería",Oficina del Servicio Andaluz de Empleo,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:50Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322541,1,COMPLETA,"36.721261,-4.4212655",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,29,MÁLAGA,['MÁLAGA'],MÁLAGA,NA,1479,1.1720339,Activa,1,19004,LIMPIEZA,LIMPIEZA,NA,3,PERSONAL DE LIMPIEZA O LIMPIADORES EN GENERAL,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=660827&tipoOferta=01&origen=&listado=true,NA,NA,NA
05,ARQUITECTURA/DISEÑO,ARQUITECTURA/DISEÑO,NA,NA,1,ANDALUCÍA,"Delineante Administrativo para Málaga. Experiencia con Autocad y en la gestión de proveedores, clientes y control de materiales",Delineante Administrativo para Málaga,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:57Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323865,NA,NA,"36.721261,-4.4212655",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,29,MÁLAGA,['MÁLAGA'],MÁLAGA,NA,NA,1.1720339,Activa,1,05003,DELINEANTES/PROYECTISTAS,DELINEANTES/PROYECTISTAS,NA,3,DELINEANTE ADMINISTRATIVO - MÁLAGA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66607&tipoOferta=EA&origen=&listado=true,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,NA,NA,1,ANDALUCÍA,"INFORMATICO, ESPECIALIZADO EN REDES SOCIALES, PAGINAS WEB Y DISEÑO DE LAS MIMAS","ALHAMEÑA DE HOSTELERIA, S.L.",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:54Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322558,1,COMPLETA,"36.834047,-2.4637136",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,4,ALMERÍA,['ALMERÍA'],ALMERÍA,NA,NA,1.1720339,Activa,1,17002,SISTEMAS/SEGURIDAD/REDES,SISTEMAS/SEGURIDAD/REDES,NA,3,INFORMATICO,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66601&tipoOferta=EA&origen=&listado=true,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,NA,NA,1,ANDALUCÍA,"Se busca técnico en telecomunicaciones para trabajar en redes de telefonía móvil en Granada capital y localidades limítrofes, con experiencia mínima de 6 meses en la ocupación. Se ofrece contrato por obra ó servicio a jornada completa con perspectivas de consolidación laboral, con salario mínimo de 1.100 /mes.",Bujatel Telecomunicaciones,False,6,"FP II, Ciclo de Grado Superior",NA,NA,"FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:07:57Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323866,1,COMPLETA,"37.9598393,-2.4375112",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,18,GRANADA,['GRANADA'],GRANADA,NA,1100,1.1720339,Activa,1,17006,TELECOMUNICACIONES,TELECOMUNICACIONES,NA,3,Técnico en Telecomunicaciones,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66610&tipoOferta=OM&origen=&listado=true,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,NA,NA,1,ANDALUCÍA,Programador para Granada con al menos un año de experiencia. Con conocimientos de Python y Javascript,PROGRAMADOR - GRANADA,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:55Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322559,NA,NA,"37.9598393,-2.4375112",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,18,GRANADA,['GRANADA'],GRANADA,NA,NA,1.1720339,Activa,1,17001,ANALISTAS/PROGRAMADORES,ANALISTAS/PROGRAMADORES,NA,3,PROGRAMADOR - GRANADA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66604&tipoOferta=EA&origen=&listado=true,NA,NA,NA
02,AGRICULTURA/JARDINERÍA/ALIMENTACIÓN,AGRICULTURA/JARDINERÍA/ALIMENTACIÓN,NA,NA,1,ANDALUCÍA,Importante empresa malagueña del Sector alimentación busca para sus tiendas ubicadas en Marbella y San Pedro Carniceros/as.,Maskomo. S.L,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:08:02Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323882,1,COMPLETA,"36.721261,-4.4212655",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,29,MÁLAGA,['MÁLAGA'],MÁLAGA,NA,NA,1.1720339,Activa,1,02004,CARNICERÍA/CHARCUTERIA,CARNICERÍA/CHARCUTERIA,NA,3,CARNICERO/A MARBELLA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66632&tipoOferta=EA&origen=&listado=true,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,NA,NA,1,ANDALUCÍA,"Empresa de Telecomunicaciones, selecciona Responsable Comercial. En dependencia del Director Regional, se responsabilizará de la gestión y ampliación de la estructura comercial. Imprescindible experiencia comercial y de gestión de equipos comerciales de, al menos, 2 años. Se valorará procedencia del sector de telecomunicaciones. Se incorporará a un proyecto estable en una Empresa muy valorada en el Sector, con posibilidades reales de promoción para todos los integrantes del equipo. Se ofrece contrato laboral e interesante paquete retributivo formado por Fijo+Comisiones+Diferenciales","MAGTEL Comunicaciones Avanzadas, S.L.",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:59Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323868,1,COMPLETA,"37.3890924,-5.9844589",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,NA,850,1.1720339,Activa,1,06001,AGENTES COMERCIALES/REPRESENTANTES,AGENTES COMERCIALES/REPRESENTANTES,NA,2,RESPONSABLE COMERCIAL,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66620&tipoOferta=EA&origen=&listado=true,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,NA,NA,1,ANDALUCÍA,Busco monitor/a de Baile para centro público. horario de 16 a 17 lunes y miércoles.,ADOLFO DEZA CAPARROS,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:55Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323860,2,PARCIAL,"36.834047,-2.4637136",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,4,ALMERÍA,['ALMERÍA'],ALMERÍA,NA,NA,1.1720339,Activa,1,NA,NA,NA,NA,3,Monitor/a de Baile,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66609&tipoOferta=EA&origen=&listado=true,NA,NA,NA
NA,NA,NA,NA,NA,1,ANDALUCÍA,Se necesita un monitor o monitora para actividades extraescolares de inglés en un colegio público. Dos días a la semana.,ADOLFO DEZA CAPARROS,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:54Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322557,2,PARCIAL,"36.834047,-2.4637136",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,4,ALMERÍA,['ALMERÍA'],ALMERÍA,NA,NA,1.1720339,Activa,1,NA,NA,NA,NA,3,monitor/a inglés,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66603&tipoOferta=EA&origen=&listado=true,NA,NA,NA
22,SALUD/DEPORTE,SALUD/DEPORTE,NA,NA,1,ANDALUCÍA,*oferta de empleo para RESIDENCIA DE MAYORES en EL GUIJO (Córdoba) *duración del contrato: 1 mes *jornada parcial (30h/s) por turnos,Oficina del Servicio Andaluz de Empleo,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:47Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322534,2,PARCIAL,"37.8881751,-4.7793835",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,14,CÓRDOBA,['CÓRDOBA'],CÓRDOBA,NA,900,1.1720339,Activa,1,22002,ENFERMERÍA,ENFERMERÍA,NA,3,ENFERMEROS DE CUIDADOS GENERALES,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=660797&tipoOferta=01&origen=&listado=true,NA,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,NA,NA,1,ANDALUCÍA,"Se requiere personal con experiencia en limpieza de taller y utilización de fregadora. Con carnet de conducir, vehículo propio y con certificado de discpacidad igual o superior al 33%.","AVISA SERVICIOS INTEGRALES, S.L.",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:59Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323869,NA,NA,"37.3890924,-5.9844589",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,NA,NA,1.1720339,Activa,1,19004,LIMPIEZA,LIMPIEZA,NA,3,LIMPIEZA TALLER DISCAPACIDAD SEVILLA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66618&tipoOferta=EA&origen=&listado=true,NA,NA,NA
05,ARQUITECTURA/DISEÑO,ARQUITECTURA/DISEÑO,NA,NA,1,ANDALUCÍA,"la empresa requiere un técnico/a de organización-delineante, con las tres especialidades en prevención, cuyas funciones serían: organización diaria con responsable de obra y cliente en planta, para presupuestos, delineación de planos, ejecución de trabajos, etc. Mínimo ciclo Formativo de Grado Superior. Se ofrece contrato por obra a jornada completa.",EMPRESA SECTOR SIDEROMETALÚRGICO,False,6,"FP II, Ciclo de Grado Superior",NA,NA,"FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:07:55Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323861,1,COMPLETA,"37.261421,-6.9447224",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,21,HUELVA,['HUELVA'],HUELVA,NA,18000,1.1720339,Activa,1,05003,DELINEANTES/PROYECTISTAS,DELINEANTES/PROYECTISTAS,NA,3,Técnico/a de organización y delineante proyectista,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66606&tipoOferta=OM&origen=&listado=true,NA,NA,NA
02,AGRICULTURA/JARDINERÍA/ALIMENTACIÓN,AGRICULTURA/JARDINERÍA/ALIMENTACIÓN,NA,NA,1,ANDALUCÍA,"Se requiere mantenedor para comunidad de propietarios, con experiencia y conocimientos (electricidad, fontanería, jardinería,limpieza, etc.), disponibilidad horaria, carne de conducir y vehículo propio.Con certificado de discapacidad igual o superior al 33%.","AVISA SERVICIOS INTEGRALES, S.L.",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:54Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322554,NA,NA,"37.3890924,-5.9844589",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,NA,NA,1.1720339,Activa,1,02002,FORESTAL/JARDINERÍA,FORESTAL/JARDINERÍA,NA,3,MANTENEDOR DISCAPACIDAD SEVILLA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66600&tipoOferta=EA&origen=&listado=true,NA,NA,NA
01,ADMINISTRACIÓN,ADMINISTRACIÓN,NA,NA,1,ANDALUCÍA,"Se necesita preparador/a para incorporar a plantilla, para curso de oposiciones de Administrativo de la Junta de Andalucía.","SERVIPRES SERVICIOS EMPRESARIALES, S.L.",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:56Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323862,2,PARCIAL,"37.261421,-6.9447224",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,21,HUELVA,['HUELVA'],HUELVA,NA,NA,1.1720339,Activa,1,01001,ADMINISTRATIVOS,ADMINISTRATIVOS,NA,3,DOCENTE PARA OPOSICIONES,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66613&tipoOferta=EA&origen=&listado=true,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,NA,NA,1,ANDALUCÍA,Técnico informático/Redes sin experiencia en Málaga,TECNICO INFORMATICO/REDES SIN EXPERIENCIA - MALAGA,False,6,"FP II, Ciclo de Grado Superior",NA,NA,"FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:07:59Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323870,NA,NA,"36.721261,-4.4212655",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,29,MÁLAGA,['MÁLAGA'],MÁLAGA,NA,NA,1.1720339,Activa,1,17002,SISTEMAS/SEGURIDAD/REDES,SISTEMAS/SEGURIDAD/REDES,NA,3,TECNICO INFORMATICO/REDES RECIEN TITULADO - MALAGA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66605&tipoOferta=EA&origen=&listado=true,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,NA,NA,1,ANDALUCÍA,"FUNCIONES: asesoramiento técnico de materiales de construcción a particulares presencial o telefónicamente, visitas comerciales, fidelización de clientes, elaboración de presupuestos. IMPRESCINDIBLE: experiencia y conocimientos en el sector de la construcción, actitudes comerciales, experiencia de 12 meses en puesto similar (Jefe de obra, Aparejador/a, Dependiente tiendas de bricolaje). Se valorará la formación relacionada con el puesto. SE OFRECE: contrato por obra o servicio a jornada completa; sueldo aproximado de 1100 euros mes + comisiones por ventas.","RELUX PLASTICOS TECNICOS, S.L.",False,6,"FP II, Ciclo de Grado Superior",NA,NA,"FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:07:54Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322555,1,COMPLETA,"37.3890924,-5.9844589",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,NA,NA,1.1720339,Activa,1,NA,NA,NA,NA,3,TECNICO/A COMERCIAL SECTOR CONSTRUCCION,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66602&tipoOferta=OM&origen=&listado=true,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,NA,NA,1,ANDALUCÍA,"Media Markt, empresa líder en el mercado de la venta de tecnología y electrodomésticos busca para la tienda de Almeria, vendedor/a de gama blanca. Las funciones principales serán: - Conocer las necesidades de nuestros clientes - Aconsejar y orientar a los clientes respecto a la gama de productos de su Departamento, con la mayor calidad en el servicio, transmitiendo sus conocimientos y pasión por las nuevas tecnologías. - Conocer técnica y funcionalmente los productos de su departamento. - Gestionar y realizar la venta, proponiendo alternativas y venta adicional, utilizando los sistemas informáticos puestos a su disposición - Cerrando la venta de forma eficiente con el fin de cumplir con los objetivos comerciales de la Compañía. - Colaborar en los cambios o reconstrucciones de su área. - Realización de los básicos: reposición, ordenación, comunicación y mantenimiento de","MEDIA MARKT ALMERIA, S. A",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:08:00Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323871,2,PARCIAL,"36.834047,-2.4637136",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,4,ALMERÍA,['ALMERÍA'],ALMERÍA,NA,NA,1.1720339,Activa,1,06003,VENDEDORES,VENDEDORES,NA,3,Vendedor/a de gama blanca,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66614&tipoOferta=EA&origen=&listado=true,NA,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,NA,NA,1,ANDALUCÍA,"Se requiere personal con experiencia como oficial de 1ª, con la formación de TPC. Con carnet de condcuir, vehículo propio y con certificado de discapacidad igual o superior al 33%.","AVISA SERVICIOS INTEGRALES, S.L.",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:56Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323863,NA,NA,"37.3890924,-5.9844589",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,NA,NA,1.1720339,Activa,1,13010,PROFESORES DE ENSEÑANZA SUPERIOR,PROFESORES DE ENSEÑANZA SUPERIOR,NA,3,OFICIAL DE 1ª DISCAPACIDAD SEVILLA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66611&tipoOferta=EA&origen=&listado=true,NA,NA,NA
NA,NA,NA,NA,NA,1,ANDALUCÍA,"Se requiere dos profesores/as de formación vial ( profesor de autoescuela), para cubrir dos vacantes para la impartición de teórica y practica.",AUTOESCUELA,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:52Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322552,1,COMPLETA,"36.721261,-4.4212655",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,29,MÁLAGA,['MÁLAGA'],MÁLAGA,NA,NA,1.1720339,Activa,1,NA,NA,NA,NA,3,PROFESOR AUTOESCUELA MALAGA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66596&tipoOferta=EA&origen=&listado=true,NA,NA,NA
09,CONSTRUCCIÓN,CONSTRUCCIÓN,NA,NA,1,ANDALUCÍA,"Tipo de Oferta EMPLEO: PLAN ESPECIAL DE APOYO A MUNICIPIOS 2017, SE VALORARÁ LA EXPERIENCIA EN EL PUESTO.",Oficina del Servicio Andaluz de Empleo,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:47Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672322533,1,COMPLETA,"37.7795941,-3.784905699999999",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,23,JAÉN,['JAÉN'],JAÉN,NA,900,1.1720339,Activa,1,09009,PEONES,PEONES,NA,3,PEONES DE LA CONSTRUCCIÓN DE EDIFICIOS,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=660806&tipoOferta=01&origen=&listado=true,NA,NA,NA
14,ELECTRICIDAD/ELECTRÓNICA/ENERGÍA,ELECTRICIDAD/ELECTRÓNICA/ENERGÍA,NA,NA,1,ANDALUCÍA,"Se precisa electricista con experiencia, para incorporación inmediata","ROMIAN PRODUCCIONES, S.L.",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:07:56Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323864,1,COMPLETA,"37.3890924,-5.9844589",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,NA,NA,1.1720339,Activa,1,14001,ELECTRICIDAD,ELECTRICIDAD,NA,3,ELECTRICISTA,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66616&tipoOferta=EA&origen=&listado=true,NA,NA,NA
14,ELECTRICIDAD/ELECTRÓNICA/ENERGÍA,ELECTRICIDAD/ELECTRÓNICA/ENERGÍA,NA,NA,1,ANDALUCÍA,"EMPRESA DE MANTENIMIENTO NECESITA ELECTRICISTA PARA SUSTITUCIÓN POR BAJA PATERNAL -5 SEMANAS- CON POSIBILIDAD DE AMPLIAR. IMPRESCINDIBLE CARNET CONDUCIR B-1. SE VALORA FORMANCIÓN O EXPERIENCIA MÍNIMA 12 MESES. DESEABLE INGLÉS Y CARNET DE INSTALADOR. SALARIO ENTRE 1.200 Y 1.400, SEGÚN VALÍA.",MANTENIMIENTO,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:08:00Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323872,1,COMPLETA,"36.721261,-4.4212655",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,29,MÁLAGA,['MÁLAGA'],MÁLAGA,NA,1200,1.1720339,Activa,1,14001,ELECTRICIDAD,ELECTRICIDAD,NA,3,ELECTRICISTA EN ALHAURÍN EL GRANDE (MÁLAGA),1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66624&tipoOferta=OM&origen=&listado=true,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,NA,NA,1,ANDALUCÍA,"Media Markt, empresa líder en el mercado de la venta de tecnología y electrodomésticos, busca para la tienda de Almería vendedor/a de informática. Las funciones principales serán: - Conocer las necesidades de nuestros clientes - Aconsejar y orientar a los clientes respecto a la gama de productos de su Departamento, con la mayor calidad en el servicio, transmitiendo sus conocimientos y pasión por las nuevas tecnologías. - Conocer técnica y funcionalmente los productos de su departamento. - Gestionar y realizar la venta, proponiendo alternativas y venta adicional, utilizando los sistemas informáticos puestos a su disposición - Cerrando la venta de forma eficiente con el fin de cumplir con los objetivos comerciales de la Compañía. - Colaborar en los cambios o reconstrucciones de su área. - Realización de los básicos: reposición, ordenación, comunicación y ma","MEDIA MARKT ALMERIA, S. A",False,NA,NA,NA,NA,NA,NA,False,2018-11-03T00:08:00Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T01:05:05Z,1672323873,2,PARCIAL,"36.834047,-2.4637136",NA,NA,NA,SAE,724,ESPAÑA,ESPAÑA,4,ALMERÍA,['ALMERÍA'],ALMERÍA,NA,NA,1.1720339,Activa,1,06003,VENDEDORES,VENDEDORES,NA,3,Vendedor/a de informática,1,https://ws054.juntadeandalucia.es/eureka2/eureka-demandantes/detalleOferta.do?ofertaId=66615&tipoOferta=EA&origen=&listado=true,NA,NA,NA
